"feed__data__message","feed__data__updated_time","feed__data__id","feed__paging__previous","feed__paging__next","id"
"ID pls..\n\nCKBS, Narendrapur \n\nKolkata, West Bengal \n\nIndia, Sept'18","2019-09-01T01:12:49+0000","216593478390203_2392299937486202","","",""
"Pied bush dart\n\nCopera ciliata, male\n\nDurgapur, West Barddhaman\n\nWest Bengal, India, 08/07/17","2019-08-31T17:21:43+0000","216593478390203_2419127451470117","","",""
"Pygmy Dartlet\n\nAgriocnemis pygmaea, male\n\nDurgapur West Barddhaman\n\nWest Bengal, India, 25/06/17","2019-08-31T17:01:13+0000","216593478390203_2419097111473151","","",""
"Common Clubtail\n\nIctinogomphus rapax\n\nDurgapur, West Barddhaman\n\nWest Bengal, India, 22/04/17","2019-08-31T15:57:50+0000","216593478390203_2418991571483705","","",""
"Hemianax epiphiger  female ?\n\n31st August 2019\n\nAndal, West Burdwan, West Bengal","2019-08-31T15:15:05+0000","216593478390203_2418826041500258","","",""
"Indian Hooded Dartlet\n\nAgriocnemis kalinga andromorphic female\n\nDurgapur, West Barddhaman\n\nWest Bengal, India - 23/08/17","2019-08-29T17:48:13+0000","216593478390203_2415122251870637","","",""
"Identified as Brachydiplax farinosa - female\n\nLocation: Forest Track, Karimganj District,  Assam\n\nDate: 29th August 2019","2019-08-29T15:00:18+0000","216593478390203_2415023791880483","","",""
"Epophthalmia vittata (id updated)\n\nNov 2018\n\nAndal, West Bengal","2019-08-28T02:10:21+0000","216593478390203_2411488642233998","","",""
"Pseudagrion spencei, Buxa Tiger Reserve, Alipurduar, WB, March 2016","2019-08-27T13:00:16+0000","216593478390203_2411187432264119","","",""
"ID help requested...\n\nMeghalaya, India\n\nNovember, 2015","2019-08-27T08:01:10+0000","216593478390203_2409710469078482","","",""
"Lestes sp.\n\nAugust 2019\nNaryanpur Chhattisgarh .","2019-08-27T03:53:50+0000","216593478390203_2406028219446707","","",""
"ID help requested...\n\nMeghalaya, India\n\nNovember, 2015","2019-08-26T17:40:14+0000","216593478390203_2409708985745297","","",""
"I'd please ?\n\nAugust 2019\nNaryanpur Chhattisgarh .","2019-08-26T09:21:22+0000","216593478390203_2406026689446860","","",""
"Little Blue Marsh Hawk Brachydiplax sobrina, female Durgapur, West Barddhaman  West Bengal, India, 27/09/17","2019-08-25T17:28:46+0000","216593478390203_2407838952598967","","",""
"Id please\nTrivandrum, Kerala. Aug 2019","2019-08-25T17:25:39+0000","216593478390203_2407156576000538","","",""
"Libellago lineata?\n\nLocation: Makunda Christian Hospital, Karimganj DIstrict, Assam\n\nDate: 25th August 2019","2019-08-25T14:34:28+0000","216593478390203_2407568259292703","","",""
"","2019-08-25T09:12:23+0000","216593478390203_2406913472691515","","",""
"Agriocnemis splendidissima, male\n\nAugust 2019\nNaryanpur Chhattisgarh .","2019-08-25T05:58:40+0000","216593478390203_2406008079448721","","",""
"Pygmy Dartlet (Agriocnemis pygmiaea)\n\nAugust 2019\nNaryanpur Chhattisgarh .","2019-08-25T04:12:30+0000","216593478390203_2406013342781528","","",""
"Trithemis aurora\nCrimson Marsh Glider, male\n\nAugust 2019\nNaryanpur Chhattisgarh .","2019-08-25T04:11:57+0000","216593478390203_2406023812780481","","",""
"Copera marginipes male\n\nAugust 2019\nNaryanpur Chhattisgarh .","2019-08-24T18:55:25+0000","216593478390203_2406000502782812","","",""
"Crocothemis servilia male\n\nAugust 2019\nNaryanpur Chhattisgarh .","2019-08-24T18:54:52+0000","216593478390203_2406004676115728","","",""
"Brachydiplax farinosa male\n\nAugust 2019\nNaryanpur Chhattisgarh .","2019-08-24T18:53:25+0000","216593478390203_2405999689449560","","",""
"Potamarcha congener male\n\nAugust 2019\nNaryanpur Chhattisgarh .","2019-08-24T18:52:29+0000","216593478390203_2406006569448872","","",""
"Copera marginipes.\n\nAugust 2019\nNaryanpur Chhattisgarh .","2019-08-24T18:40:01+0000","216593478390203_2406002429449286","","",""
"I'd please ?\n\nAugust 2019\nNaryanpur Chhattisgarh .","2019-08-24T18:38:17+0000","216593478390203_2405998176116378","","",""
"Asiatic Blood-Tail (Lathrecista asiatica)\nBuxa Tiger Reserve, Alipurduar, WB, India\nMay 2017","2019-08-24T17:15:47+0000","216593478390203_2405521376164058","","",""
"ID Pls..\n\nDurgapur, West Barddhaman \n\nWest Bengal, India \n\nJune'17","2019-08-24T16:59:48+0000","216593478390203_2405798336136362","","",""
"Non-Contact Mate guarding by Anax guttatus\n\nEast Medinipur, West Bengal, 2019","2019-08-24T14:04:55+0000","216593478390203_2404061039643425","","",""
"Dear all, \n\nRajib Maulick wonderfully photographed an andromorph female of\n\nRuddy Marsh Skimmer (Crocothemis servilia) on 22.7.18 (22.7.18)\n\nat Durgapur area in West Bardhaman, southern West Bengal,\n\neastern India.\n\nAndromorph female means a female which looks like a male.\n\nAnd it's a very rare morph. **Congrats** Rajib !\n\nCheers !  S.Patra,  SundayWatch, 19.8.19, 9.13 a.m.\n\nHere is that shot taken by Rajib Maulick there on that day :","2019-08-24T10:51:16+0000","216593478390203_2399458813436981","","",""
"Common Hook-Tail - female\nParagomphus lineatus \nDurgapur, West Barddhaman \nWest Bengalm 05/06/17","2019-08-24T01:34:42+0000","216593478390203_2403977602985102","","",""
"* **Black Stream Glider** *Trithemis festiva* [Fe]. Chamundi Hill, Mysuru, Karnataka. August 2019. Thanks Shantanu Joshi  for ID correction.\n* Observed dragonfly (2 nos) in woods (shrubs) at least 600 m  & elevation 30 m, away from nearest water puddle/pond - Thavarekatte.","2019-08-22T16:03:23+0000","216593478390203_2401180299931499","","",""
"Agriocnemis pygmaea, heteromorphic female\nWest bengal\nD\dinajpur","2019-08-21T11:10:57+0000","216593478390203_2399276650121864","","",""
"ID pls..\n\nDurgapur, West Barddhaman  \n\nWest Bengal, India \n\nSept'18","2019-08-20T16:26:08+0000","216593478390203_2398152503567612","","",""
"Malbar torrent dart- Euphaea fraseri\nRajapalayam, Tamil Nadu, India\n17.08.2019","2019-08-20T16:24:09+0000","216593478390203_2397041947012001","","",""
"Ceriagrion chromothorax. Male. Varadoor, Kannur, Kerala 18/08/2019 Dattaprasad Sawant","2019-08-18T17:20:11+0000","216593478390203_2394419483940914","","",""
"Golden Dartlet, female\n\nIschnura rubilio\n\nDurgapur, West Barddhaman\n\nWest Bengal, 29/09/18","2019-08-18T16:54:58+0000","216593478390203_2394373510612178","","",""
"Lestes malabaricus ? Male. Varadoor, Kannur, Kerala. 18/08/2019 Shantanu Joshi","2019-08-18T12:49:16+0000","216593478390203_2393639594018903","","",""
"Indolestes from Nilgiris - Could this be pulcherimus ? Couldn't get closer. \n\nshot July 2019","2019-08-18T06:36:18+0000","216593478390203_2393446204038242","","",""
"request ID please...the Nilgiris..Aug 19","2019-08-17T17:48:57+0000","216593478390203_2389540771095452","","",""
"Green Marsh Hawk\n\nOrthetrum sabina female\n\nDurgapur, West Barddhaman\n\nWest Bengal, India, 29/08/18","2019-08-16T16:15:38+0000","216593478390203_2390400351009494","","",""
"ID Request Please....\n\nLocation - Bolpur, West Bengal","2019-08-16T15:47:01+0000","216593478390203_2389664007749795","","",""
"New species of Dragonfly from Western Ghats","2019-08-16T00:58:31+0000","216593478390203_2389169484465914","","",""
"I doubt this is a new species of dragonfly.. Experts, what's your view?\nDop: 15-08-2019\nLocation: Nirjuli, Arunachal Pradesh (India)","2019-08-15T17:53:31+0000","216593478390203_2388434851206044","","",""
"Pygmy Dartlet\n\nAgriocnemis pygmaea - Female - Heteromorph\n\nDurgapur West Barddhaman\n\nWest Bengal, India, 28/08/18","2019-08-15T16:06:08+0000","216593478390203_2388458464537016","","",""
"Coromandel Marsh Dart(Ceriagrion coromandelianum)\nBuxa Tiger Reserve, Alipurduar, WB, India, September 2017","2019-08-15T14:17:42+0000","216593478390203_2388139104568952","","",""
"Scarlet skimmer, Crocothemis servilia, male, immature, Odonata, Anisoptera, Libelluloidea, Libellulidae, Crocothemis, Central Park, Saltlake, Kolkata, West Bengal","2019-08-15T11:02:16+0000","216593478390203_2387975714585291","","",""
"Fulvous Forest Skimmer, female\nNeurothemis fulvia \nCKBS, Narendrapur, Kolkata,\nWest Bengal, India, 11/08/18","2019-08-15T10:25:53+0000","216593478390203_2387923694590493","","",""
"Blue-tailed Forest Hawk(Orthetrum triangulare) Male at Dzongu, Sikkim, Sept 2017.\n\nThanks to Dr. Dattaprasad for ID correction.","2019-08-15T10:05:28+0000","216593478390203_2387770957939100","","",""
"7000+ images and counting :)","2019-08-15T05:43:45+0000","216593478390203_2370517262997803","","",""
"Little Blue Marsh Hawk\n\nBrachydiplax sobrina, male\n\nBotanical Garden, Shibpur, Howrah\n\nWest Bengal, India, 11/08/18","2019-08-14T16:10:49+0000","216593478390203_2386494448066751","","",""
"Orange-tailed Marsh Dart\nCeriagrion cerinorubellum\nDurgapur, West Barddhaman \nWest Bengal, India, 11/08/18","2019-08-14T15:53:01+0000","216593478390203_2386466111402918","","",""
"Black-Tailed Dasher\nBrachydiplax farinosa \nBotanical Garden, Shibpur \nHowrah, West Bengal, India, 11/08/18","2019-08-14T15:51:30+0000","216593478390203_2386463698069826","","",""
"Yellow-tailed Ashy Skimmer, female\n\nPotamarcha congener\n\nCentral Park, Saltlake\n\nKolkata, West Bengal\n\nIndia, 12/08/18","2019-08-14T15:49:09+0000","216593478390203_2386460151403514","","",""
"Id help requested,\nMadurai, August 2019","2019-08-14T14:47:52+0000","216593478390203_2386252351424294","","",""
"Lathrecista asiatica(Asiatic Blood tail) at Ovalekar wadi, Thane, Maharashtra,India. Aug. 2019\n\nThanks to Amn Kumar for correct ID.","2019-08-14T14:29:24+0000","216593478390203_2386264048089791","","",""
"Lestes elatus..Palghat...Aug 19","2019-08-13T17:29:24+0000","216593478390203_2384371534945709","","",""
"**Pygmy dartlet**\n[Agriocnemis  pygmaea](https://en.wikipedia.org/wiki/Agriocnemis_pygmaea), Family: [Coenagrionidae](https://en.wikipedia.org/wiki/Coenagrionidae)\nID: @[Aaratrik Pa](https://www.facebook.com/iAaratrik)l\n-----------------------------------------------------------------\n\n09-Aug-2019 08:09\n\nNellore District - Andhra Pradesh - INDIA.","2019-08-13T15:16:17+0000","216593478390203_2381538418562354","","",""
"Orthetrum sabina \n\nID courtesy Antoine van der Heijden\n\nPalakkad, Kerala \n\n11 August 2019","2019-08-13T15:00:15+0000","216593478390203_2384383524944510","","",""
"Three Lined Blue Dart (Pseudagrion decorum). Betul, Madhya Pradesh, India.","2019-08-12T08:34:06+0000","216593478390203_2381424845240378","","",""
"Pygmy Skimmer,\n\nNorth Canara, Karnataka\n\nAug 2019","2019-08-12T02:53:25+0000","216593478390203_2381422555240607","","",""
"Identified as Mortanagrion aborense male\n\nLocation: Forest Track, Karimganj District, Assam\n\nDate: 4th August 2019","2019-08-11T10:42:28+0000","216593478390203_2379790492070480","","",""
"Identified as Mortonagrion aborense - female\n\nLocation: Forest Track, Karimganj District, Assam\n\nDate: 4th August 2019","2019-08-11T10:40:55+0000","216593478390203_2379790908737105","","",""
"ID request please - is this Orthetrum pruinosum?\n\nLocation: Forest Track, Karimganj District, Assam\n\nDate: 4th August 2019","2019-08-11T06:57:00+0000","216593478390203_2379793895403473","","",""
"Ceriagrion cerinorubellum\n\nLocation: Forest Track, Karimganj District, Assam \n\nDate: 4th August 2019","2019-08-11T06:52:59+0000","216593478390203_2379789735403889","","",""
"Mortonagrion, c.f., varalli\n\nGavkhadi | Ratnagiri | Maharashtra\n\n01.08.2018","2019-08-10T21:11:14+0000","216593478390203_2374152062634323","","",""
"ID request please - is this a Zyxomma sp.?\n\nLocation: Makunda Christian Hospital, Karimganj District,  Assam\n\nDate: 10th August 2019","2019-08-10T15:18:24+0000","216593478390203_2378592775523585","","",""
"ID Please?\nClicked in Bolpur","2019-08-10T04:42:46+0000","216593478390203_2376475662401963","","",""
"Id please\nTrivandrum, Kerala. Taken last year around the month of June 2018","2019-08-09T13:20:11+0000","216593478390203_2368619773187552","","",""
"Need id help for this pair friends.  Kodaikanal WLS. TN. Aug 19. Thankyou.","2019-08-08T07:33:54+0000","216593478390203_2371738296209033","","",""
"Identification request ?\nIndia, Himachal Pradesh","2019-08-08T02:37:14+0000","216593478390203_2370240546358808","","",""
"New species of Dragonfly from the Western Ghats","2019-08-07T06:31:18+0000","216593478390203_2371905539525642","","",""
"Blue Grass Dart(Pseudagrion microcephalum)\nKottayam,Kerala\n08/2019","2019-08-06T11:31:01+0000","216593478390203_2370387506344112","","",""
"Id please\nTrivandrum, Kerala. Taken last year around the month of August 2018","2019-08-06T10:01:49+0000","216593478390203_2368619006520962","","",""
"Id please\nTrivandrum, Kerala. June 2019","2019-08-06T10:00:38+0000","216593478390203_2368622706520592","","",""
"* **Three-lined Dart ***Pseudagrion decorum. *HD Kote, Mysore Dt, Karnataka. August 2019. Found far away from any water sources, on an hillock.\n* Requesting validation.","2019-08-06T08:39:12+0000","216593478390203_2370161486366714","","",""
"Euphaea sp. for ID\nYazali, Arunachal Pradesh\nSeptember '18","2019-08-05T07:32:58+0000","216593478390203_2347007745348755","","",""
"Black Marsh Dart\nHome, Tinsukia , Assam\n5 Aug 2019","2019-08-05T07:20:12+0000","216593478390203_2368067933242736","","",""
"Scientific name : Anax ephippiger (Burmeister,1839)\nCommon names : Vagrant Emperor / Ochre Darner\nFamily : Aeshnidae\nPlace of observation : Home garden (Palappuram, Ottapalam)\nDate of observation : 03/08/2019","2019-08-05T02:37:36+0000","216593478390203_2364679530248243","","",""
"* *Bradinopyga geminata ***Granite Ghost **on boulders  strewn hillock. Kunigal Taluk, Tumkur District. Karnataka. July 2019.","2019-08-04T12:08:17+0000","216593478390203_2366604450055751","","",""
"Dipalocodes trivialus:- Chalky percher?","2019-08-04T09:27:07+0000","216593478390203_2366088653440664","","",""
"Copera sp.\nID courtesy Amn Kumar\nPalakkad, Kerala \n31July 2019","2019-08-03T14:42:45+0000","216593478390203_2364311493618380","","",""
"ID PLEASE.\n\nRamnagar.\nUttarakhnd..","2019-08-02T16:14:59+0000","216593478390203_2362994637083399","","",""
"Orthetrum sabina\n\nID confirmation Antoine van der Heijden\n\nPalakkad, Kerala \n\n31 July 2019","2019-08-02T14:51:00+0000","216593478390203_2362855443763985","","",""
"Identification request for this dragonfly\nHimachal Pradesh","2019-08-02T07:51:35+0000","216593478390203_2362338403815689","","",""
"Orthetrum luzonicum :-Marsh skimmer,  as tricolored marsh hawk,and slender blue skimmer,  \nFamily :-Libellulidae. \nLocation:-HP, Chamba,Sahoo\nIt is widespread in many Asian countries\nIt is a medium sized dragonfly with yellowish white face and blue eyes. Its thorax is yellowish green with some brown stripes. Its wings are transparent, including the base. Its abdomen is pruinosed with azure blue up to the last segments. In old adults, thorax will also get pruinosed, obscuring whole the marks. Females and young males are yellowish green. They breed in marshes and swampy areas in the plains.","2019-08-02T07:46:21+0000","216593478390203_2362348123814717","","",""
"Burmagomphus sivalikensis, Buxa Tiger Reserve, Alipurduar,WB, India, June 2017","2019-07-31T13:14:02+0000","216593478390203_2359137274135802","","",""
"Crimson tailed marsh hawk (orthetum pruinosum) feeding on common green bottle fly.. (correct me if wrong)🤑","2019-07-30T14:01:47+0000","216593478390203_2356630547719808","","",""
"Black Stream Glider at Yewoor, Thane, Maharashtra. Nov 2015","2019-07-30T13:24:32+0000","216593478390203_2357238537659009","","",""
"Lestes Elatus \n\nID courtesy Vivek Chandran \n\nPalakkad, Kerala \n\n30 July 2019","2019-07-30T12:05:10+0000","216593478390203_2357034967679366","","",""
"id updated : Prodasineura verticalis\n\nSatyamangalam TR : Tamilnadu \n\nDec 2018","2019-07-30T07:05:40+0000","216593478390203_2355582124491317","","",""
"Ground Skimmer (Diplacodes trivialis) at Yewoor, Yhane.\n\nNikon D7000, Tamron 90mm f/2.8","2019-07-29T16:14:26+0000","216593478390203_2355583901157806","","",""
"request ID please...the nilgiris...Jul 19","2019-07-29T07:09:13+0000","216593478390203_2353680461348150","","",""
"I'd please ? And can anyone explain what is happening here .\n\nJuly 2019\nBastar Chhattisgarh !!","2019-07-28T16:08:36+0000","216593478390203_2351011204948409","","",""
"Id updated Crimson marsh glider (Trithemis aurora)\nFrom Udupi\nThank you 🙏","2019-07-28T13:31:50+0000","216593478390203_2353339211382275","","",""
"* **Black Stream Glider (M)  ***Trithemis festiva*. Nanjanagudu, Mysore District, Karnataka. July 2019.","2019-07-28T06:24:08+0000","216593478390203_2352747898108073","","",""
"* **Coromandel Marsh Dart** *Ceriagrion coromandelianum*. Dart was moving its abdomen UP & DOWN (reason ?) perching on a leaf away from almost dried up waterhole. Nanjanagudu. Mysore Dt. Karnataka. July 2019.","2019-07-27T15:36:37+0000","216593478390203_2351569154892614","","",""
"Orthetrum pruinosum Male\nYazali, Arunachal Pradesh\nSeptember '18","2019-07-27T14:48:10+0000","216593478390203_2346917452024451","","",""
"Brachydiplax sobrina.. female\nWest bengal... Dakshin dinajpur","2019-07-27T10:31:14+0000","216593478390203_2348750335174496","","",""
"Dragonfly shot at Nagla, Thane. May 2016\n\nFriends please help in Identifying this.","2019-07-27T01:50:04+0000","216593478390203_2349735988409264","","",""
"Id please\nTrivandrum Kerala  July 2019","2019-07-26T10:08:46+0000","216593478390203_2345716912144505","","",""
"Id please\nTrivandrum Kerala  July 2019","2019-07-26T10:07:41+0000","216593478390203_2345714305478099","","",""
"Ditch Jewel(Brachythemis contaminata) at SGNP, Mumbai. April 2016\n\nPlease confirm or correct the ID.","2019-07-25T08:12:47+0000","216593478390203_2346442792071917","","",""
"Senegal Golden Dartletat Vasai, Maharashtra. July 2019\n Nikon D7200, Nikkor 200-500","2019-07-25T02:51:50+0000","216593478390203_2346459638736899","","",""
"Id please\nTrivandrum Kerala  June 2019","2019-07-24T17:52:31+0000","216593478390203_2345712978811565","","",""
"Nikon D500,Temron 90mm,\nExposure time 1/250,F22,Iso 100.\nThane ,India.","2019-07-24T16:57:04+0000","216593478390203_2345625938820269","","",""
"Scarlet marsh hawk (Aethriamanta brevipennis) at MNP, Mumbai. July 2019.\n\nNikon D7200, Nikkor 200-500","2019-07-24T04:57:59+0000","216593478390203_2344555728927290","","",""
"**Senegal golden dartlet**, (Female damselfly) \n*Ischnura senegalensis*, Family: *Coenagrionidae*\n\n21-Jul-2019 17:17\n\nChennai - Tamil Nadu - INDIA.\n\nID: Amn Kumar / Harsh Sharma","2019-07-23T21:30:33+0000","216593478390203_2339268422789354","","",""
"* **Malayan Lilly Squatter ***Paracercion malayanum *male. Lingambudhi Lake Mysore Karnataka 15 07 2013 Resubmitted for validation . Thanks Dattaprasad Sawant & Aaratrik Pal for re-correcting ID.","2019-07-23T12:38:36+0000","216593478390203_2319701458079384","","",""
"* **Coromandel Marsh Dart ** *Ceriarion coromandelianum* Male. Unable to trace the sighting location, presumed to be in Mysore Region. Karnataka. 24/03/2016. Thanks Aaratrik Pal for ID.","2019-07-23T12:28:14+0000","216593478390203_2342540102462186","","",""
"Euphaea dispar...the nilgiris...Jul 19","2019-07-23T06:41:28+0000","216593478390203_2341435335905996","","",""
"Id Please \n\nBankura : West Bengal \n\nJuly 2019","2019-07-23T06:39:07+0000","216593478390203_2342602865789243","","",""
"Id Please \n\nBankura : West Bengal \n\nJuly 2019","2019-07-23T06:38:06+0000","216593478390203_2342619122454284","","",""
"* **Senegal Golden Dartlet** *Ischnura seneggalensis*. Male. Unable to trace the location where it photographed, hopefully in Mysore region. Karnataka. 24/03/2016.","2019-07-23T05:37:28+0000","216593478390203_2342535205796009","","",""
"* **Long legged Marsh Glider** *Trithemis pallidinervis *MALE*, *Muthurayanakere, Kungial Taluk, Tumkur Dt. Karnataka. 15/04/2016.","2019-07-23T03:11:47+0000","216593478390203_2342365109146352","","",""
"* *Crocothemis servilia* **Ruddy Marsh Skimmer** Fresh Male. On River Kaveri. Srirangapatna, Mandya Dt. Karnataka. July 2019. Thanks Antoine van der Heijden.","2019-07-22T08:16:44+0000","216593478390203_2340615249321338","","",""
"* Brachythemis contaminata **Ditch Jewel. **On River Kaveri. Srirangapatna, Mandya Dt. Karnataka. July 2019.","2019-07-22T07:30:50+0000","216593478390203_2340602402655956","","",""
"* *? Pseudagrion microcephalum ***Blue Grass Dartlet **Male. On River Kaveri. Srirangapatna, Mandya Dt. Karnataka. July 2019","2019-07-22T07:25:05+0000","216593478390203_2340596029323260","","",""
"* **RIVER HELIODOR** *Libellago lineata* (female). Very small ( a feet wide) irrigation feeder to Sugarcane fields. Srirangapatna, Mandya Dt. Karnataka. July 2019.","2019-07-22T05:05:04+0000","216593478390203_2340433746006155","","",""
"* **GREEN MARSH HAWK** *Orthetrum sabina*. On River Kaveri Shores, Srirangapatna, Mandya Dt. Karnataka. July 2019.","2019-07-22T04:48:47+0000","216593478390203_2340414819341381","","",""
"* **Crimson Marsh Glider** *Trithemis aurora* (male). On Kaveri shores. Srirangapatna. Mandya Dt. Karnataka. July 2019.","2019-07-22T04:34:43+0000","216593478390203_2340399232676273","","",""
"id please \n\nBankura : West Bengal \n\nJuly 2019","2019-07-21T17:59:40+0000","216593478390203_2339575449425318","","",""
"id updated : Estuarine Skimmer\nMacrodiplax cora\nFemale\n\nBankura : West Bengal \n\n21-07-2019","2019-07-21T11:40:32+0000","216593478390203_2338928399490023","","",""
"Ground skimmer, female\nJuly, Banglore, India","2019-07-19T17:16:56+0000","216593478390203_2335507326498797","","",""
"Id please\nTrivandrum, Kerala. June 2019","2019-07-19T11:53:52+0000","216593478390203_2334891743227022","","",""
"Common Clubtail at Vasai, Maharashtra. July 2019\n\nNikon D7200, Nikkor 200-500","2019-07-19T11:44:43+0000","216593478390203_2334896196559910","","",""
"I'd please (newly emerged male) \n18 July 2019\nPune","2019-07-18T03:22:22+0000","216593478390203_2332446590138204","","",""
"Need id help friends.  From archive.Dec 18. Tirupur. TN. Thank-you","2019-07-18T01:42:35+0000","216593478390203_2330671923649004","","",""
"Zyxomma petiolatum\n\nUran | Raigad | Maharashtra\n\n17.07.2019","2019-07-17T16:50:08+0000","216593478390203_2331435496905980","","",""
"Blue Ground Skimmer (Diplacodes trivialis) - Male.\n\nKurul / Alibag Taluka / Raigad District / Maharashtra on 07 July 2019.","2019-07-16T16:04:51+0000","216593478390203_2329655927083937","","",""
"* **Green Marsh Hawk** *Orthertrum Sabina* Female Honnamachanahalli Kere, Tumakuru Dt, Karnataka. 16/4/2016","2019-07-15T16:06:25+0000","216593478390203_2327784070604456","","",""
"* **Black Marsh Trotter** *Travea limbata.* Mysuru, Karnataka 22 10 2016 \n* ID validation by Aaratrik Pal.","2019-07-15T16:03:30+0000","216593478390203_2327608037288726","","",""
"Blue-tailed Yellow Skimmer(Palpopleura sexmaculata), Buxa Tiger Reserve, Alipurduar,WB, India, July 2017","2019-07-15T12:26:08+0000","216593478390203_2327448693971327","","",""
"Crimson Marsh Glider (Trithemis aurora) at Vasai, Maharashtra. July 2019\n\nNikon D7200, Nikkor 200-500","2019-07-14T16:15:58+0000","216593478390203_2326008807448649","","",""
"Scarlet Marsh Hawk\n(Aethriamanta brevipennis )\nKottayam,Kerala\n2017","2019-07-14T07:17:51+0000","216593478390203_2325285587520971","","",""
"Paragomphus lineatus \n\n(Common hooktail) \n\nID courtesy Amn Kumar\n\nPalakkad, Kerala \n\n13 July 2019","2019-07-14T04:56:05+0000","216593478390203_2324001120982751","","",""
"Id updated : *Ictinogomphus distinctus*\n\nKadma : Bankura : West Bengal\n\nJuly 2019","2019-07-14T04:12:26+0000","216593478390203_2323730051009858","","",""
"id updated : common hooktail female\n\nKadma : Bankura : West Bengal \n\nJuly 2019","2019-07-14T04:06:45+0000","216593478390203_2323729244343272","","",""
"* **Pied Paddy Skimmer** *Neurothemis tullia *Male. Mysuru, Karnataka. July 2019","2019-07-13T14:31:47+0000","216593478390203_2323998867649643","","",""
"* **Ditch Jewel** *Brachythemis contaminata* Female Mysuru, Karnataka. July 2019.","2019-07-13T14:30:35+0000","216593478390203_2323996974316499","","",""
"* **Crimson tailed Marshhawk** *Orthetrum pruinosum M*ale, Mysuru, Karnataka.July 2019","2019-07-13T14:29:29+0000","216593478390203_2323995287650001","","",""
"* **Crimson Marsh Glider** *Trithemis aurora *Male. In an area measuring approximately 4 square meter (water hole) **solitary Crimson Marsh Glider **was present along with  **Black tipped Forest Glory** *Vestalis apicalis, * **Crimson tailed Marsh hawk** *Orthertrum pruinosum, Ischnura sp & ***Ditch Jewel ** *Brachythemis contaminata*, Found in dried irrigation canal with little water surrounded by *Typha* vegetation. Mysuru, Karnataka. July 2017","2019-07-13T14:27:24+0000","216593478390203_2323992197650310","","",""
"* **Black-tipped Forest Glory ***Vestalis apicalis*: In open irrigation stream now dried up with little water surrounded by Typha angustifolia vegetation, Mysuru. Karnataka. July 2019","2019-07-13T08:25:02+0000","216593478390203_2323503571032506","","",""
"*     **western Golden dartlet ***Ischnura rubilio* Male. Lingambudhi, Mysore, Karnataka. 19 09 2007. Thanks  Aaratrik Pal for correction.","2019-07-13T08:03:42+0000","216593478390203_2321644181218445","","",""
"Senegal Golden Dartletat Vasai, Maharashtra. July 2019\n Nikon D7200, Nikkor 200-500","2019-07-13T06:38:49+0000","216593478390203_2323385067711023","","",""
"Pseudagrion microcephalum(female)\nKottayam,Kerala\n07/2019","2019-07-13T03:02:06+0000","216593478390203_2323128294403367","","",""
"* **Pigymy Skimmer** *Tetrathemis platyptera Male: Lingambudhi Lake, Mysore, Karnataka. 05 07 2007.*","2019-07-12T15:57:15+0000","216593478390203_2321616474554549","","",""
"* Green Marsh Hawk Orthetrum sabina Male. Arasana Kere, Mysore, Karnataka. 12 06 2011","2019-07-12T08:57:04+0000","216593478390203_2321703741212489","","",""
"* **Fulvous Forest Skimmer** *Neurothemis fulvia *Female: Kodachadri, Shivamogga Dt. Karnataka.  03 10 2010","2019-07-12T08:14:24+0000","216593478390203_2321656737883856","","",""
"* **Common Clubtail** *Ictinogomphus rapax *Male. Dadadahalli, Mysore, Karnataka. *16 09 2007*","2019-07-12T07:46:34+0000","216593478390203_2321627157886814","","",""
"I’d: Neurobasis chinensis\nLocation:Corbett\nDate:May 2019","2019-07-12T05:18:26+0000","216593478390203_2320529344663262","","",""
"Common Clubtail feeding on a mosquito at Vasai, Maharashtra. July 2019\n\nNikon D7200, Nikkor 200-500","2019-07-12T04:48:53+0000","216593478390203_2321435111239352","","",""
"","2019-07-11T13:14:36+0000","216593478390203_2320201394696057","","",""
"id updated : Tramea limbata\n\nKadma : Bankura : West Bengal \n\n11-07-2019","2019-07-11T09:47:32+0000","216593478390203_2319910528058477","","",""
"* *Ischnura * mildredae, sometimes considered a subspecies of Ischnura rufostigma. Khonoma. Nagaland. 26/3/2018. ID courtesy: Antoine van der Heijden & Shantanu Joshi","2019-07-11T06:49:34+0000","216593478390203_1658607737522096","","",""
"ID request\nSeobagh, Kullu, Himachalpradesh 08.06.2013","2019-07-11T05:55:07+0000","216593478390203_521135604602654","","",""
"ID Request\nParshar Lake, Mandi, Himachal Pradesh 11 06 2013","2019-07-11T04:16:12+0000","216593478390203_521139171268964","","",""
"* **Scarlet or Ruddy Marsh Skimmer** *Crocothemis servilia* male and **Ditch Jewel** Brachythemis contaminata female.: at KRS backwaters, Mysore, Karnataka. 5/8/2017. (Thanks Benoît Guillon for ID)","2019-07-11T01:22:15+0000","216593478390203_2317895278260002","","",""
"* ***Scarlet Rock Glider **Trithemis kirbyi *male at Chamundi hill, Mysore, Karnataka.  21 09 2017. (Thanks for correcting ID: Benoît Guillon, Noppadon Makbun, Antoine van der Heijden)","2019-07-10T11:56:13+0000","216593478390203_2317881124928084","","",""
"Is this Libellula needhami? Anyone, please help me to identify this","2019-07-10T08:40:10+0000","216593478390203_2317953534920843","","",""
